Calendar Year,Scenario,Fuel Type,Output, Value 
2031,First Mover Advantage,Solar,Generation_MWh," 4,227,395 "
2031,First Mover Advantage,Storage - Battery,Generation_MWh, -   
2031,First Mover Advantage,Wind,Generation_MWh," 20,727,298 "
2032,First Mover Advantage,Natural Gas Combined-Cycle,Generation_MWh," 3,635,476 "
2032,First Mover Advantage,Cogeneration,Generation_MWh," 44,371,605 "
2032,First Mover Advantage,Coal to Gas - Steam Boiler,Generation_MWh," 1,143,665 "
2032,First Mover Advantage,Hydroelectric,Generation_MWh," 1,856,829 "
2032,First Mover Advantage,Net Imports,Generation_MWh," 670,203 "
2032,First Mover Advantage,Combined-Cycle with CCUS,Generation_MWh," 11,464,934 "
2032,First Mover Advantage,Hydrogen Simple Cycle,Generation_MWh," 2,269,108 "
2032,First Mover Advantage,Other,Generation_MWh," 2,610,124 "
2032,First Mover Advantage,Natural Gas Simple-Cycle,Generation_MWh," 1,224,686 "
2032,First Mover Advantage,Solar,Generation_MWh," 4,227,003 "
2032,First Mover Advantage,Storage - Battery,Generation_MWh, -   
2032,First Mover Advantage,Wind,Generation_MWh," 21,602,231 "
2033,First Mover Advantage,Natural Gas Combined-Cycle,Generation_MWh," 3,411,180 "
2033,First Mover Advantage,Cogeneration,Generation_MWh," 44,204,171 "
2033,First Mover Advantage,Coal to Gas - Steam Boiler,Generation_MWh," 1,090,594 "
2033,First Mover Advantage,Hydroelectric,Generation_MWh," 1,845,110 "
2033,First Mover Advantage,Net Imports,Generation_MWh," 861,688 "
2033,First Mover Advantage,Combined-Cycle with CCUS,Generation_MWh," 11,095,358 "
2033,First Mover Advantage,Hydrogen Simple Cycle,Generation_MWh," 2,331,366 "
2033,First Mover Advantage,Other,Generation_MWh," 2,586,614 "
2033,First Mover Advantage,Natural Gas Simple-Cycle,Generation_MWh," 1,230,037 "
2033,First Mover Advantage,Solar,Generation_MWh," 4,226,746 "
2033,First Mover Advantage,Storage - Battery,Generation_MWh, -   
2033,First Mover Advantage,Wind,Generation_MWh," 22,396,315 "
2034,First Mover Advantage,Natural Gas Combined-Cycle,Generation_MWh," 3,352,083 "
2034,First Mover Advantage,Cogeneration,Generation_MWh," 44,670,234 "
2034,First Mover Advantage,Coal to Gas - Steam Boiler,Generation_MWh," 1,102,665 "
2034,First Mover Advantage,Hydroelectric,Generation_MWh," 1,825,929 "
2034,First Mover Advantage,Net Imports,Generation_MWh," 851,378 "
2034,First Mover Advantage,Combined-Cycle with CCUS,Generation_MWh," 10,514,401 "
2034,First Mover Advantage,Hydrogen Simple Cycle,Generation_MWh," 2,416,897 "
2034,First Mover Advantage,Other,Generation_MWh," 2,603,207 "
2034,First Mover Advantage,Natural Gas Simple-Cycle,Generation_MWh," 1,204,966 "
2034,First Mover Advantage,Solar,Generation_MWh," 4,223,015 "
2034,First Mover Advantage,Storage - Battery,Generation_MWh, -   
2034,First Mover Advantage,Wind,Generation_MWh," 22,719,116 "
2035,First Mover Advantage,Natural Gas Combined-Cycle,Generation_MWh," 3,566,681 "
2035,First Mover Advantage,Cogeneration,Generation_MWh," 44,981,539 "
2035,First Mover Advantage,Coal to Gas - Steam Boiler,Generation_MWh," 1,225,196 "
2035,First Mover Advantage,Hydroelectric,Generation_MWh," 1,842,245 "
2035,First Mover Advantage,Net Imports,Generation_MWh," 2,016,705 "
2035,First Mover Advantage,Combined-Cycle with CCUS,Generation_MWh," 10,523,934 "
2035,First Mover Advantage,Hydrogen Simple Cycle,Generation_MWh," 2,926,479 "
2035,First Mover Advantage,Other,Generation_MWh," 2,605,399 "
2035,First Mover Advantage,Natural Gas Simple-Cycle,Generation_MWh," 1,276,747 "
2035,First Mover Advantage,Solar,Generation_MWh," 4,224,183 "
2035,First Mover Advantage,Storage - Battery,Generation_MWh, -   
2035,First Mover Advantage,Wind,Generation_MWh," 22,592,294 "
2036,First Mover Advantage,Natural Gas Combined-Cycle,Generation_MWh," 4,013,665 "
2036,First Mover Advantage,Cogeneration,Generation_MWh," 45,054,724 "
2036,First Mover Advantage,Coal to Gas - Steam Boiler,Generation_MWh," 1,316,659 "
2036,First Mover Advantage,Hydroelectric,Generation_MWh," 1,851,380 "
2036,First Mover Advantage,Net Imports,Generation_MWh," 2,323,693 "
2036,First Mover Advantage,Combined-Cycle with CCUS,Generation_MWh," 10,633,085 "
2036,First Mover Advantage,Hydrogen Simple Cycle,Generation_MWh," 2,835,171 "
2036,First Mover Advantage,Other,Generation_MWh," 2,615,082 "
2036,First Mover Advantage,Natural Gas Simple-Cycle,Generation_MWh," 1,417,464 "
2036,First Mover Advantage,Solar,Generation_MWh," 4,226,498 "
2036,First Mover Advantage,Storage - Battery,Generation_MWh, -   
2036,First Mover Advantage,Wind,Generation_MWh," 22,659,570 "
2037,First Mover Advantage,Natural Gas Combined-Cycle,Generation_MWh," 4,529,401 "
2037,First Mover Advantage,Cogeneration,Generation_MWh," 45,179,170 "
2037,First Mover Advantage,Coal to Gas - Steam Boiler,Generation_MWh," 3,742 "
2037,First Mover Advantage,Hydroelectric,Generation_MWh," 1,863,098 "
2037,First Mover Advantage,Net Imports,Generation_MWh," 2,814,259 "
2037,First Mover Advantage,Combined-Cycle with CCUS,Generation_MWh," 10,777,262 "
2037,First Mover Advantage,Hydrogen Simple Cycle,Generation_MWh," 3,136,413 "
2037,First Mover Advantage,Other,Generation_MWh," 2,599,872 "
2037,First Mover Advantage,Natural Gas Simple-Cycle,Generation_MWh," 1,694,438 "
2037,First Mover Advantage,Solar,Generation_MWh," 4,226,762 "
2037,First Mover Advantage,Storage - Battery,Generation_MWh, -   
2037,First Mover Advantage,Wind,Generation_MWh," 22,430,051 "
2038,First Mover Advantage,Natural Gas Combined-Cycle,Generation_MWh," 4,968,279 "
2038,First Mover Advantage,Cogeneration,Generation_MWh," 45,303,974 "
2038,First Mover Advantage,Coal to Gas - Steam Boiler,Generation_MWh, -   
2038,First Mover Advantage,Hydroelectric,Generation_MWh," 1,890,576 "
2038,First Mover Advantage,Net Imports,Generation_MWh," 3,604,434 "
2038,First Mover Advantage,Combined-Cycle with CCUS,Generation_MWh," 11,065,288 "
2038,First Mover Advantage,Hydrogen Simple Cycle,Generation_MWh," 4,009,144 "
2038,First Mover Advantage,Other,Generation_MWh," 2,628,614 "
2038,First Mover Advantage,Natural Gas Simple-Cycle,Generation_MWh," 1,886,127 "
2038,First Mover Advantage,Solar,Generation_MWh," 4,227,512 "
2038,First Mover Advantage,Storage - Battery,Generation_MWh, -   
2038,First Mover Advantage,Wind,Generation_MWh," 22,153,737 "
2039,First Mover Advantage,Natural Gas Combined-Cycle,Generation_MWh," 5,021,515 "
2039,First Mover Advantage,Cogeneration,Generation_MWh," 45,445,611 "
2039,First Mover Advantage,Coal to Gas - Steam Boiler,Generation_MWh, -   
2039,First Mover Advantage,Hydroelectric,Generation_MWh," 1,905,793 "
2039,First Mover Advantage,Net Imports,Generation_MWh," 3,875,133 "
2039,First Mover Advantage,Combined-Cycle with CCUS,Generation_MWh," 11,194,013 "
2039,First Mover Advantage,Hydrogen Simple Cycle,Generation_MWh," 4,440,710 "
2039,First Mover Advantage,Other,Generation_MWh," 2,617,353 "
2039,First Mover Advantage,Natural Gas Simple-Cycle,Generation_MWh," 1,978,354 "
2039,First Mover Advantage,Solar,Generation_MWh," 4,227,512 "
2039,First Mover Advantage,Storage - Battery,Generation_MWh, -   
2039,First Mover Advantage,Wind,Generation_MWh," 22,113,650 "
2040,First Mover Advantage,Natural Gas Combined-Cycle,Generation_MWh," 5,353,687 "
2040,First Mover Advantage,Cogeneration,Generation_MWh," 46,112,141 "
2040,First Mover Advantage,Coal to Gas - Steam Boiler,Generation_MWh, -   
2040,First Mover Advantage,Hydroelectric,Generation_MWh," 1,949,067 "
2040,First Mover Advantage,Net Imports,Generation_MWh," 4,636,973 "
2040,First Mover Advantage,Combined-Cycle with CCUS,Generation_MWh," 11,440,622 "
2040,First Mover Advantage,Hydrogen Simple Cycle,Generation_MWh," 5,155,905 "
2040,First Mover Advantage,Other,Generation_MWh," 2,673,282 "
2040,First Mover Advantage,Natural Gas Simple-Cycle,Generation_MWh," 2,231,714 "
2040,First Mover Advantage,Solar,Generation_MWh," 4,227,512 "
2040,First Mover Advantage,Storage - Battery,Generation_MWh, -   
2040,First Mover Advantage,Wind,Generation_MWh," 21,861,800 "
2041,First Mover Advantage,Natural Gas Combined-Cycle,Generation_MWh," 5,210,011 "
2041,First Mover Advantage,Cogeneration,Generation_MWh," 46,016,715 "
2041,First Mover Advantage,Coal to Gas - Steam Boiler,Generation_MWh, -   
2041,First Mover Advantage,Hydroelectric,Generation_MWh," 1,924,939 "
2041,First Mover Advantage,Net Imports,Generation_MWh," 4,283,618 "
2041,First Mover Advantage,Combined-Cycle with CCUS,Generation_MWh," 14,178,065 "
2041,First Mover Advantage,Hydrogen Simple Cycle,Generation_MWh," 4,463,470 "
2041,First Mover Advantage,Other,Generation_MWh," 2,632,107 "
2041,First Mover Advantage,Natural Gas Simple-Cycle,Generation_MWh," 2,087,490 "
2041,First Mover Advantage,Solar,Generation_MWh," 4,226,165 "
2041,First Mover Advantage,Storage - Battery,Generation_MWh, -   
2041,First Mover Advantage,Wind,Generation_MWh," 21,430,262 "
2022,Renewables and Storage Rush,Natural Gas Combined-Cycle,Generation_MWh," 11,573,990 "
2022,Renewables and Storage Rush,Cogeneration,Generation_MWh," 34,457,108 "
2022,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Generation_MWh," 16,838,032 "
2022,Renewables and Storage Rush,Hydroelectric,Generation_MWh," 1,910,746 "
2022,Renewables and Storage Rush,Net Imports,Generation_MWh," 4,133,557 "
2022,Renewables and Storage Rush,Storage - Compressed Air,Generation_MWh, -   
2022,Renewables and Storage Rush,Storage - Battery,Generation_MWh, -   
2022,Renewables and Storage Rush,Storage - Pumped Hydro,Generation_MWh, -   
2022,Renewables and Storage Rush,Hydrogen Simple Cycle,Generation_MWh, -   
2022,Renewables and Storage Rush,Other,Generation_MWh," 2,531,514 "
2022,Renewables and Storage Rush,Natural Gas Simple-Cycle,Generation_MWh," 4,670,527 "
2022,Renewables and Storage Rush,Solar,Generation_MWh," 1,260,546 "
2022,Renewables and Storage Rush,Wind,Generation_MWh," 9,271,405 "
2023,Renewables and Storage Rush,Natural Gas Combined-Cycle,Generation_MWh," 15,582,729 "
2023,Renewables and Storage Rush,Cogeneration,Generation_MWh," 34,587,526 "
2023,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Generation_MWh," 11,707,613 "
2023,Renewables and Storage Rush,Hydroelectric,Generation_MWh," 1,910,864 "
2023,Renewables and Storage Rush,Net Imports,Generation_MWh," 3,019,961 "
2023,Renewables and Storage Rush,Storage - Compressed Air,Generation_MWh, -   
2023,Renewables and Storage Rush,Storage - Battery,Generation_MWh, -   
2023,Renewables and Storage Rush,Storage - Pumped Hydro,Generation_MWh, -   
2023,Renewables and Storage Rush,Hydrogen Simple Cycle,Generation_MWh, -   
2023,Renewables and Storage Rush,Other,Generation_MWh," 2,558,439 "
2023,Renewables and Storage Rush,Natural Gas Simple-Cycle,Generation_MWh," 4,209,371 "
2023,Renewables and Storage Rush,Solar,Generation_MWh," 2,511,394 "
2023,Renewables and Storage Rush,Wind,Generation_MWh," 11,923,710 "
2024,Renewables and Storage Rush,Natural Gas Combined-Cycle,Generation_MWh," 16,406,072 "
2024,Renewables and Storage Rush,Cogeneration,Generation_MWh," 38,011,546 "
2024,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Generation_MWh," 9,620,788 "
2024,Renewables and Storage Rush,Hydroelectric,Generation_MWh," 1,914,800 "
2024,Renewables and Storage Rush,Net Imports,Generation_MWh," 3,343,252 "
2024,Renewables and Storage Rush,Storage - Compressed Air,Generation_MWh, -   
2024,Renewables and Storage Rush,Storage - Battery,Generation_MWh, -   
2024,Renewables and Storage Rush,Storage - Pumped Hydro,Generation_MWh, -   
2024,Renewables and Storage Rush,Hydrogen Simple Cycle,Generation_MWh, -   
2024,Renewables and Storage Rush,Other,Generation_MWh," 2,565,012 "
2024,Renewables and Storage Rush,Natural Gas Simple-Cycle,Generation_MWh," 3,757,174 "
2024,Renewables and Storage Rush,Solar,Generation_MWh," 2,916,669 "
2024,Renewables and Storage Rush,Wind,Generation_MWh," 12,108,389 "
2025,Renewables and Storage Rush,Natural Gas Combined-Cycle,Generation_MWh," 14,438,280 "
2025,Renewables and Storage Rush,Cogeneration,Generation_MWh," 41,800,109 "
2025,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Generation_MWh," 7,777,847 "
2025,Renewables and Storage Rush,Hydroelectric,Generation_MWh," 1,907,952 "
2025,Renewables and Storage Rush,Net Imports,Generation_MWh," 3,841,813 "
2025,Renewables and Storage Rush,Storage - Compressed Air,Generation_MWh, -   
2025,Renewables and Storage Rush,Storage - Battery,Generation_MWh, -   
2025,Renewables and Storage Rush,Storage - Pumped Hydro,Generation_MWh, -   
2025,Renewables and Storage Rush,Hydrogen Simple Cycle,Generation_MWh, -   
2025,Renewables and Storage Rush,Other,Generation_MWh," 2,574,902 "
2025,Renewables and Storage Rush,Natural Gas Simple-Cycle,Generation_MWh," 3,465,172 "
2025,Renewables and Storage Rush,Solar,Generation_MWh," 3,170,045 "
2025,Renewables and Storage Rush,Wind,Generation_MWh," 12,097,554 "
2026,Renewables and Storage Rush,Natural Gas Combined-Cycle,Generation_MWh," 13,699,904 "
2026,Renewables and Storage Rush,Cogeneration,Generation_MWh," 41,949,444 "
2026,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Generation_MWh," 6,282,029 "
2026,Renewables and Storage Rush,Hydroelectric,Generation_MWh," 1,910,084 "
2026,Renewables and Storage Rush,Net Imports,Generation_MWh," 4,493,448 "
2026,Renewables and Storage Rush,Storage - Compressed Air,Generation_MWh, -   
2026,Renewables and Storage Rush,Storage - Battery,Generation_MWh, -   
2026,Renewables and Storage Rush,Storage - Pumped Hydro,Generation_MWh, -   
2026,Renewables and Storage Rush,Hydrogen Simple Cycle,Generation_MWh, -   
2026,Renewables and Storage Rush,Other,Generation_MWh," 2,578,261 "
2026,Renewables and Storage Rush,Natural Gas Simple-Cycle,Generation_MWh," 3,274,998 "
2026,Renewables and Storage Rush,Solar,Generation_MWh," 3,445,142 "
2026,Renewables and Storage Rush,Wind,Generation_MWh," 13,801,185 "
2027,Renewables and Storage Rush,Natural Gas Combined-Cycle,Generation_MWh," 12,677,720 "
2027,Renewables and Storage Rush,Cogeneration,Generation_MWh," 42,755,663 "
2027,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Generation_MWh," 5,153,594 "
2027,Renewables and Storage Rush,Hydroelectric,Generation_MWh," 1,911,415 "
2027,Renewables and Storage Rush,Net Imports,Generation_MWh," 4,743,953 "
2027,Renewables and Storage Rush,Storage - Compressed Air,Generation_MWh, -   
2027,Renewables and Storage Rush,Storage - Battery,Generation_MWh," 318,274 "
2027,Renewables and Storage Rush,Storage - Pumped Hydro,Generation_MWh, -   
2027,Renewables and Storage Rush,Hydrogen Simple Cycle,Generation_MWh, -   
2027,Renewables and Storage Rush,Other,Generation_MWh," 2,575,645 "
2027,Renewables and Storage Rush,Natural Gas Simple-Cycle,Generation_MWh," 2,965,940 "
2027,Renewables and Storage Rush,Solar,Generation_MWh," 3,445,142 "
2027,Renewables and Storage Rush,Wind,Generation_MWh," 15,505,046 "
2028,Renewables and Storage Rush,Natural Gas Combined-Cycle,Generation_MWh," 12,200,493 "
2028,Renewables and Storage Rush,Cogeneration,Generation_MWh," 43,168,652 "
2028,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Generation_MWh," 3,670,528 "
2028,Renewables and Storage Rush,Hydroelectric,Generation_MWh," 1,916,030 "
2028,Renewables and Storage Rush,Net Imports,Generation_MWh," 5,878,609 "
2028,Renewables and Storage Rush,Storage - Compressed Air,Generation_MWh, -   
2028,Renewables and Storage Rush,Storage - Battery,Generation_MWh," 475,334 "
2028,Renewables and Storage Rush,Storage - Pumped Hydro,Generation_MWh, -   
2028,Renewables and Storage Rush,Hydrogen Simple Cycle,Generation_MWh, -   
2028,Renewables and Storage Rush,Other,Generation_MWh," 2,624,344 "
2028,Renewables and Storage Rush,Natural Gas Simple-Cycle,Generation_MWh," 2,956,129 "
2028,Renewables and Storage Rush,Solar,Generation_MWh," 3,446,829 "
2028,Renewables and Storage Rush,Wind,Generation_MWh," 17,571,206 "
2029,Renewables and Storage Rush,Natural Gas Combined-Cycle,Generation_MWh," 11,350,849 "
2029,Renewables and Storage Rush,Cogeneration,Generation_MWh," 43,665,106 "
2029,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Generation_MWh," 2,178,146 "
2029,Renewables and Storage Rush,Hydroelectric,Generation_MWh," 1,923,098 "
2029,Renewables and Storage Rush,Net Imports,Generation_MWh," 6,006,941 "
2029,Renewables and Storage Rush,Storage - Compressed Air,Generation_MWh, -   
2029,Renewables and Storage Rush,Storage - Battery,Generation_MWh," 504,835 "
2029,Renewables and Storage Rush,Storage - Pumped Hydro,Generation_MWh," 303,836 "
2029,Renewables and Storage Rush,Hydrogen Simple Cycle,Generation_MWh, -   
2029,Renewables and Storage Rush,Other,Generation_MWh," 2,588,881 "
2029,Renewables and Storage Rush,Natural Gas Simple-Cycle,Generation_MWh," 2,786,813 "
2029,Renewables and Storage Rush,Solar,Generation_MWh," 3,536,840 "
2029,Renewables and Storage Rush,Wind,Generation_MWh," 19,583,890 "
2030,Renewables and Storage Rush,Natural Gas Combined-Cycle,Generation_MWh," 9,907,572 "
2030,Renewables and Storage Rush,Cogeneration,Generation_MWh," 44,136,149 "
2030,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Generation_MWh," 1,856,577 "
2030,Renewables and Storage Rush,Hydroelectric,Generation_MWh," 1,909,452 "
2030,Renewables and Storage Rush,Net Imports,Generation_MWh," 5,096,520 "
2030,Renewables and Storage Rush,Storage - Compressed Air,Generation_MWh, -   
2030,Renewables and Storage Rush,Storage - Battery,Generation_MWh," 793,585 "
2030,Renewables and Storage Rush,Storage - Pumped Hydro,Generation_MWh," 462,502 "
2030,Renewables and Storage Rush,Hydrogen Simple Cycle,Generation_MWh, -   
2030,Renewables and Storage Rush,Other,Generation_MWh," 2,620,572 "
2030,Renewables and Storage Rush,Natural Gas Simple-Cycle,Generation_MWh," 2,454,736 "
2030,Renewables and Storage Rush,Solar,Generation_MWh," 4,161,676 "
2030,Renewables and Storage Rush,Wind,Generation_MWh," 21,960,051 "
2031,Renewables and Storage Rush,Natural Gas Combined-Cycle,Generation_MWh," 9,490,941 "
2031,Renewables and Storage Rush,Cogeneration,Generation_MWh," 44,483,042 "
2031,Renewables and Storage Rush,Coal to Gas - Steam Boiler,Generation_MWh," 1,828,458 "
2031,Renewables and Storage Rush,Hydroelectric,Generation_MWh," 1,888,302 "
2031,Renewables and Storage Rush,Net Imports,Generation_MWh," 4,171,600 "
2031,Renewables and Storage Rush,Storage - Compressed Air,Generation_MWh, -   
2031,Renewables and Storage Rush,Storage - Battery,Generation_MWh," 830,783 "
2031,Renewables and Storage Rush,Storage - Pumped Hydro,Generation_MWh," 491,722 "
2031,Renewables and Storage Rush,Hydrogen Simple Cycle,Generation_MWh, -   
2031,Renewables and Storage Rush,Other,Generation_MWh," 2,584,381 "
2031,Renewables and Storage Rush,Natural Gas Simple-Cycle,Generation_MWh," 2,368,365 "
2031,Renewables and Storage Rush,Solar,Generation_MWh," 4,620,013 "
